id_user,mon,cnt_group,cnt_indiv,sum_group,sum_indiv,cnt_total,sum_total
1113,2023-04,0,2,0,3600,2,3600
1114,2023-06,3,0,2400,0,3,2400
1114,2023-07,2,0,1600,0,2,1600
1114,2023-08,4,0,3200,0,4,3200
1114,2023-09,3,0,2400,0,3,2400
1114,2023-12,2,0,1600,0,2,1600
1115,2023-07,4,0,3200,0,4,3200
1115,2023-08,7,0,5600,0,7,5600
1115,2023-09,8,0,6400,0,8,6400
1115,2023-10,7,0,5600,0,7,5600
1115,2023-11,7,0,5600,0,7,5600
1115,2023-12,5,0,4000,0,5,4000
1116,2023-01,12,0,9600,0,12,9600
1116,2023-02,12,0,9600,0,12,9600
1116,2023-03,8,0,6400,0,8,6400
1116,2023-04,11,0,8800,0,11,8800
1116,2023-05,5,5,4000,8000,10,12000
1116,2023-06,8,0,6400,0,8,6400
1116,2023-07,8,0,6400,0,8,6400
1116,2023-08,10,0,8000,0,10,8000
1116,2023-09,11,0,8800,0,11,8800
1116,2023-10,8,0,6400,0,8,6400
1116,2023-11,10,0,8000,0,10,8000
1116,2023-12,10,0,8000,0,10,8000
1117,2023-03,6,3,4800,5400,9,10200
1117,2023-06,8,1,6400,1800,9,8200
1117,2023-07,6,3,4800,5400,9,10200
1117,2023-08,7,1,5600,1800,8,7400
1118,2023-06,0,1,0,1800,1,1800
1118,2023-12,0,2,0,3600,2,3600
1119,2023-03,0,7,0,12600,7,12600
1119,2023-04,0,6,0,10800,6,10800
1120,2023-10,6,0,4800,0,6,4800
1121,2023-07,8,0,7200,0,8,7200
1121,2023-08,6,1,4800,1800,7,6600
1121,2023-09,7,1,5600,1800,8,7400
1121,2023-10,6,1,4800,1800,7,6600
1121,2023-11,7,0,5600,0,7,5600
1121,2023-12,6,2,4800,3600,8,8400
1122,2023-01,3,0,2400,0,3,2400
1122,2023-02,1,1,800,1800,2,2600
1122,2023-03,1,0,800,0,1,800
1122,2023-04,1,0,800,0,1,800
1122,2023-05,0,1,0,1600,1,1600
1122,2023-06,1,0,800,0,1,800
1122,2023-07,2,0,1600,0,2,1600
1122,2023-08,2,0,1600,0,2,1600
1122,2023-09,1,0,800,0,1,800
1122,2023-10,3,0,2400,0,3,2400
1123,2023-04,2,0,1600,0,2,1600
1123,2023-05,3,1,2400,1600,4,4000
1123,2023-06,3,0,2400,0,3,2400
1123,2023-07,3,0,2400,0,3,2400
1123,2023-08,1,0,800,0,1,800
1123,2023-09,3,0,2400,0,3,2400
1123,2023-12,2,0,1600,0,2,1600
1124,2023-03,0,1,0,1800,1,1800
1124,2023-04,0,1,0,1800,1,1800
1124,2023-05,0,1,0,1600,1,1600
1124,2023-06,0,1,0,1800,1,1800
1125,2023-02,6,2,4800,3600,8,8400
1125,2023-03,6,2,4800,3600,8,8400
1125,2023-04,6,1,4800,1800,7,6600
1125,2023-05,5,1,4000,1600,6,5600
1126,2023-01,0,7,0,12600,7,12600
1126,2023-02,0,4,0,7200,4,7200
1126,2023-03,0,7,0,12600,7,12600
1126,2023-04,0,6,0,10800,6,10800
1126,2023-05,0,5,0,8000,5,8000
1126,2023-07,0,4,0,7200,4,7200
1127,2023-03,4,0,3200,0,4,3200
1127,2023-04,7,0,5600,0,7,5600
1127,2023-05,0,6,0,9800,6,9800
1127,2023-06,5,0,4000,0,5,4000
1127,2023-08,6,0,4800,0,6,4800
1127,2023-09,7,0,5600,0,7,5600
1127,2023-10,7,0,5600,0,7,5600
1127,2023-11,6,0,4800,0,6,4800
1128,2023-01,0,5,0,9000,5,9000
1128,2023-02,0,2,0,3600,2,3600
1128,2023-03,0,3,0,5400,3,5400
1128,2023-05,0,6,0,9600,6,9600
1129,2023-01,0,3,0,5400,3,5400
1129,2023-02,0,3,0,5400,3,5400
1129,2023-03,0,3,0,5400,3,5400
1129,2023-04,0,3,0,5400,3,5400
1129,2023-05,0,3,0,4800,3,4800
1129,2023-06,0,2,0,3600,2,3600
1129,2023-07,0,3,0,5400,3,5400
1129,2023-12,0,1,0,1800,1,1800
1130,2023-02,0,6,0,10800,6,10800
1130,2023-03,0,6,0,10800,6,10800
1130,2023-04,0,7,0,12600,7,12600
1131,2023-07,12,4,10400,7200,16,17600
1131,2023-08,8,8,6400,14400,16,20800
1131,2023-09,10,0,8000,0,10,8000
1131,2023-10,10,0,8000,0,10,8000
1131,2023-11,11,0,8800,0,11,8800
1131,2023-12,10,0,8800,0,10,8800
1132,2023-01,7,0,5600,0,7,5600
1132,2023-04,7,0,5600,0,7,5600
1132,2023-05,5,0,4000,0,5,4000
1132,2023-06,4,0,3200,0,4,3200
1132,2023-08,6,0,4800,0,6,4800
1132,2023-09,5,0,4000,0,5,4000
1132,2023-10,4,0,3200,0,4,3200
1133,2023-05,9,5,7200,8000,14,15200
1133,2023-06,11,2,8800,3600,13,12400
1133,2023-07,12,2,9600,3600,14,13200
1133,2023-08,9,5,7200,9000,14,16200
1133,2023-11,11,0,8800,0,11,8800
1134,2023-01,0,2,0,3600,2,3600
1134,2023-07,0,3,0,5400,3,5400
1134,2023-08,0,2,0,3600,2,3600
1136,2023-05,3,8,2400,12800,11,15200
1136,2023-06,4,4,3200,7200,8,10400
1136,2023-07,6,2,4800,3600,8,8400
1136,2023-08,8,0,6400,0,8,6400
1137,2023-03,11,0,8800,0,11,8800
1137,2023-04,9,0,7200,0,9,7200
1137,2023-05,12,0,9600,0,12,9600
1137,2023-09,10,0,8000,0,10,8000
1137,2023-11,10,0,8000,0,10,8000
1137,2023-12,10,0,8000,0,10,8000
1138,2023-01,2,0,1600,0,2,1600
1138,2023-02,4,0,3200,0,4,3200
1138,2023-03,2,0,1600,0,2,1600
1138,2023-04,4,0,3200,0,4,3200
1138,2023-05,1,3,800,4800,4,5600
1138,2023-08,2,0,1600,0,2,1600
1138,2023-09,2,0,1600,0,2,1600
1138,2023-10,4,0,3200,0,4,3200
1138,2023-12,3,0,2400,0,3,2400
1139,2023-02,0,2,0,3600,2,3600
1139,2023-09,0,1,0,1800,1,1800
1139,2023-10,0,1,0,1800,1,1800
1139,2023-11,0,2,0,3600,2,3600
1139,2023-12,0,1,0,1800,1,1800
1140,2023-06,3,4,2400,7200,7,9600
1140,2023-07,4,2,3200,3600,6,6800
1140,2023-11,4,0,3200,0,4,3200
1141,2023-05,8,2,6400,3200,10,9600
1141,2023-06,7,3,5600,5400,10,11000
1141,2023-07,7,3,5600,5400,10,11000
1141,2023-08,8,2,6400,3600,10,10000
1141,2023-09,6,4,4800,7200,10,12000
1141,2023-10,7,3,5600,5400,10,11000
1141,2023-11,4,6,3200,10800,10,14000
1142,2023-07,5,7,4000,12600,12,16600
1142,2023-08,4,8,3200,14400,12,17600
1142,2023-09,4,8,4000,14400,12,18400
1143,2023-05,0,3,0,4800,3,4800
1143,2023-08,0,2,0,3600,2,3600
1143,2023-09,0,2,0,3600,2,3600
1143,2023-10,0,1,0,1800,1,1800
1143,2023-11,0,3,0,5400,3,5400
1144,2023-01,7,2,5600,3600,9,9200
1144,2023-02,8,1,6400,1800,9,8200
1144,2023-05,7,0,5600,0,7,5600
1144,2023-06,7,0,5600,0,7,5600
1144,2023-07,5,0,4000,0,5,4000
1144,2023-08,6,0,4800,0,6,4800
1144,2023-09,6,0,4800,0,6,4800
1144,2023-10,7,0,5600,0,7,5600
1144,2023-11,8,0,6400,0,8,6400
1144,2023-12,7,0,5600,0,7,5600
1145,2023-08,4,0,3200,0,4,3200
1145,2023-09,2,1,1600,1800,3,3400
1145,2023-10,2,2,1600,3600,4,5200
1145,2023-11,3,1,2400,1800,4,4200
1146,2023-01,7,0,5600,0,7,5600
1146,2023-06,7,0,5600,0,7,5600
1146,2023-07,7,0,5600,0,7,5600
1146,2023-08,7,0,5600,0,7,5600
1146,2023-09,4,0,3200,0,4,3200
1146,2023-10,7,0,5600,0,7,5600
1147,2023-01,3,6,2400,10800,9,13200
1147,2023-02,7,2,5600,3600,9,9200
1147,2023-03,8,2,7200,3600,10,10800
1147,2023-04,8,2,6400,3600,10,10000
1147,2023-05,7,3,5600,4800,10,10400
1147,2023-06,4,6,3200,10800,10,14000
1147,2023-07,4,6,3200,10800,10,14000
1147,2023-08,4,6,3200,10800,10,14000
1147,2023-10,4,6,3200,10800,10,14000
1147,2023-11,6,3,4800,5400,9,10200
1148,2023-01,0,3,0,5400,3,5400
1148,2023-05,0,1,0,1600,1,1600
1149,2023-04,7,0,5600,0,7,5600
1149,2023-05,1,5,800,8000,6,8800
1149,2023-06,4,0,3200,0,4,3200
1149,2023-07,6,0,4800,0,6,4800
1149,2023-08,4,0,4000,0,4,4000
1149,2023-09,6,0,4800,0,6,4800
1149,2023-10,4,0,3200,0,4,3200
1149,2023-11,4,0,3200,0,4,3200
1149,2023-12,4,0,3200,0,4,3200
1150,2023-08,0,3,0,5400,3,5400
1150,2023-09,0,3,0,5400,3,5400
1150,2023-10,0,5,0,9000,5,9000
1151,2023-01,5,0,4000,0,5,4000
1151,2023-02,6,0,4800,0,6,4800
1151,2023-03,8,0,6400,0,8,6400
1151,2023-04,6,0,4800,0,6,4800
1151,2023-05,7,0,5600,0,7,5600
1151,2023-08,4,0,3200,0,4,3200
1151,2023-09,8,0,6400,0,8,6400
1151,2023-10,4,0,3200,0,4,3200
1151,2023-11,6,0,4800,0,6,4800
1151,2023-12,6,0,4800,0,6,4800
1152,2023-03,8,0,6400,0,8,6400
1152,2023-04,8,0,6400,0,8,6400
1152,2023-05,6,0,4800,0,6,4800
1152,2023-06,7,0,5600,0,7,5600
1152,2023-07,7,0,5600,0,7,5600
1152,2023-08,6,0,4800,0,6,4800
1152,2023-09,8,0,6400,0,8,6400
1152,2023-10,6,0,4800,0,6,4800
1153,2023-01,8,2,6400,3600,10,10000
1153,2023-02,7,3,5600,5400,10,11000
1153,2023-03,6,4,4800,7200,10,12000
1153,2023-04,4,6,3200,10800,10,14000
1153,2023-05,5,4,4000,6400,9,10400
1153,2023-06,6,4,4800,7200,10,12000
1153,2023-07,5,5,4000,9000,10,13000
1153,2023-08,5,5,4000,9000,10,13000
1153,2023-09,6,4,5600,7200,10,12800
1153,2023-10,4,6,3200,10800,10,14000
1153,2023-11,4,5,3200,9000,9,12200
1153,2023-12,5,5,4000,9000,10,13000
1154,2023-01,0,5,0,9000,5,9000
1154,2023-02,0,7,0,12600,7,12600
1154,2023-03,0,3,0,5400,3,5400
1154,2023-04,0,5,0,9000,5,9000
1154,2023-05,0,6,0,9600,6,9600
1154,2023-09,0,8,0,14400,8,14400
1154,2023-10,0,5,0,9000,5,9000
1155,2023-09,4,2,3200,3600,6,6800
1155,2023-10,3,3,2400,5400,6,7800
1155,2023-11,2,4,1600,7200,6,8800
1155,2023-12,3,3,2400,5400,6,7800
1156,2023-01,4,4,3200,7200,8,10400
1156,2023-02,5,3,4000,5400,8,9400
1156,2023-03,6,2,4800,3600,8,8400
1156,2023-04,6,1,4800,1800,7,6600
1156,2023-05,0,11,0,17600,11,17600
1156,2023-06,8,0,6400,0,8,6400
1156,2023-07,6,2,4800,3600,8,8400
1156,2023-08,6,0,4800,0,6,4800
1156,2023-09,6,2,4800,3600,8,8400
1156,2023-10,7,1,5600,1800,8,7400
1156,2023-11,4,4,3200,7200,8,10400
1157,2023-02,8,0,6400,0,8,6400
1157,2023-10,7,0,5600,0,7,5600
1157,2023-11,4,0,3200,0,4,3200
1157,2023-12,8,0,6400,0,8,6400
1158,2023-07,0,3,0,5400,3,5400
1158,2023-08,0,3,0,5400,3,5400
1158,2023-10,0,1,0,1800,1,1800
1158,2023-12,0,4,0,7200,4,7200
1159,2023-06,8,2,6400,3600,10,10000
1159,2023-11,6,0,4800,0,6,4800
1159,2023-12,8,0,6400,0,8,6400
1160,2023-02,4,1,3200,1800,5,5000
1160,2023-03,4,1,3200,1800,5,5000
1160,2023-07,1,3,800,5400,4,6200
1160,2023-08,4,1,3200,1800,5,5000
1160,2023-09,4,1,3200,1800,5,5000
1160,2023-10,4,0,3200,0,4,3200
1160,2023-12,3,2,2400,3600,5,6000
1161,2023-05,3,13,2400,20800,16,23200
1161,2023-06,8,8,6400,14400,16,20800
1161,2023-12,10,0,8000,0,10,8000
1162,2023-01,0,6,0,10800,6,10800
1162,2023-02,0,5,0,9000,5,9000
1162,2023-03,0,6,0,10800,6,10800
1162,2023-04,0,6,0,10800,6,10800
1162,2023-05,0,7,0,11200,7,11200
1162,2023-08,0,4,0,7200,4,7200
1162,2023-09,0,8,0,14400,8,14400
1162,2023-10,0,6,0,10800,6,10800
1162,2023-11,0,5,0,9000,5,9000
1162,2023-12,0,4,0,7200,4,7200
1163,2023-01,9,7,7200,12600,16,19800
1163,2023-02,11,5,8800,9000,16,17800
1163,2023-03,7,0,5600,0,7,5600
1163,2023-04,11,0,8800,0,11,8800
1163,2023-05,8,0,6400,0,8,6400
1163,2023-06,10,0,8000,0,10,8000
1163,2023-07,9,0,7200,0,9,7200
1163,2023-11,10,0,8000,0,10,8000
1164,2023-03,2,0,1600,0,2,1600
1164,2023-04,6,0,4800,0,6,4800
1164,2023-05,3,0,2400,0,3,2400
1164,2023-06,5,0,4000,0,5,4000
1164,2023-07,6,0,4800,0,6,4800
1164,2023-08,1,0,800,0,1,800
1164,2023-09,4,0,3200,0,4,3200
1164,2023-10,2,0,1600,0,2,1600
1164,2023-11,5,0,4000,0,5,4000
1164,2023-12,5,0,4000,0,5,4000
1165,2023-04,0,4,0,7200,4,7200
1165,2023-05,0,2,0,3200,2,3200
1166,2023-01,0,5,0,9000,5,9000
1166,2023-02,0,2,0,3600,2,3600
1166,2023-03,0,3,0,5400,3,5400
1166,2023-04,0,2,0,3600,2,3600
1166,2023-05,0,4,0,6400,4,6400
1166,2023-06,0,4,0,7200,4,7200
1166,2023-07,0,3,0,5400,3,5400
1166,2023-08,0,2,0,3600,2,3600
1166,2023-09,0,2,0,3600,2,3600
1166,2023-11,0,6,0,10800,6,10800
1166,2023-12,0,5,0,9000,5,9000
1167,2023-01,8,2,6400,3600,10,10000
1167,2023-02,5,4,4000,7200,9,11200
1167,2023-03,3,6,2400,10800,9,13200
1167,2023-04,8,2,6400,3600,10,10000
1167,2023-05,7,3,5600,4800,10,10400
1167,2023-06,4,6,4000,10800,10,14800
1168,2023-08,0,4,0,7200,4,7200
1168,2023-09,0,5,0,9000,5,9000
1168,2023-10,0,8,0,14400,8,14400
1169,2023-04,0,6,0,10800,6,10800
1169,2023-05,0,5,0,8000,5,8000
1169,2023-06,0,1,0,1800,1,1800
1169,2023-09,0,5,0,9000,5,9000
1169,2023-10,0,6,0,10800,6,10800
1169,2023-11,0,6,0,10800,6,10800
1169,2023-12,0,4,0,7200,4,7200
1170,2023-01,9,0,7200,0,9,7200
1170,2023-02,10,0,8000,0,10,8000
1170,2023-06,12,0,9600,0,12,9600
1170,2023-07,10,0,8000,0,10,8000
1170,2023-08,10,0,8000,0,10,8000
1171,2023-09,6,1,4800,1800,7,6600
1171,2023-10,5,3,4000,5400,8,9400
1172,2023-01,4,0,3200,0,4,3200
1172,2023-02,6,0,4800,0,6,4800
1172,2023-03,4,0,3200,0,4,3200
1172,2023-04,4,0,3200,0,4,3200
1172,2023-05,6,0,4800,0,6,4800
1172,2023-06,5,0,4000,0,5,4000
1172,2023-07,6,0,4800,0,6,4800
1172,2023-08,8,0,6400,0,8,6400
1172,2023-10,4,0,3200,0,4,3200
1172,2023-11,4,0,3200,0,4,3200
1172,2023-12,6,0,4800,0,6,4800
1173,2023-06,4,6,3200,10800,10,14000
1173,2023-11,7,3,5600,5400,10,11000
1173,2023-12,5,5,4000,9000,10,13000
1174,2023-06,7,0,5600,0,7,5600
1174,2023-07,8,0,6400,0,8,6400
1174,2023-08,7,0,5600,0,7,5600
1174,2023-09,6,0,4800,0,6,4800
1174,2023-10,5,0,4000,0,5,4000
1174,2023-11,5,0,4000,0,5,4000
1174,2023-12,4,0,3200,0,4,3200
1175,2023-01,0,2,0,3600,2,3600
1175,2023-02,0,4,0,7200,4,7200
1176,2023-08,6,4,4800,7200,10,12000
1177,2023-04,0,2,0,3600,2,3600
1177,2023-05,0,2,0,3400,2,3400
1177,2023-08,0,6,0,10800,6,10800
1177,2023-09,0,3,0,5400,3,5400
1177,2023-10,0,6,0,10800,6,10800
1177,2023-11,0,3,0,5400,3,5400
1177,2023-12,0,5,0,9000,5,9000
1178,2023-03,9,0,7200,0,9,7200
1178,2023-04,8,0,6400,0,8,6400
1178,2023-06,9,0,7200,0,9,7200
1178,2023-10,11,0,8800,0,11,8800
1178,2023-11,9,0,7200,0,9,7200
1178,2023-12,12,0,9600,0,12,9600
1179,2023-04,0,2,0,3600,2,3600
1179,2023-05,0,2,0,3200,2,3200
1179,2023-06,0,1,0,1800,1,1800
1179,2023-07,0,1,0,1800,1,1800
1179,2023-08,0,3,0,5400,3,5400
1179,2023-09,0,1,0,1800,1,1800
1179,2023-10,0,2,0,3600,2,3600
1180,2023-02,4,0,3200,0,4,3200
1180,2023-03,3,1,2400,1800,4,4200
1180,2023-04,2,2,1600,3600,4,5200
1180,2023-05,1,3,800,4800,4,5600
1180,2023-06,3,0,2400,0,3,2400
1180,2023-07,3,0,2400,0,3,2400
1180,2023-09,4,0,3200,0,4,3200
1181,2023-03,0,5,0,9000,5,9000
1181,2023-04,0,6,0,10800,6,10800
1182,2023-03,8,0,6400,0,8,6400
1182,2023-04,5,3,4000,5400,8,9400
1182,2023-05,7,1,5600,1600,8,7200
1182,2023-06,8,0,6400,0,8,6400
1182,2023-07,6,2,4800,3600,8,8400
1182,2023-08,5,3,4000,5400,8,9400
1182,2023-09,6,2,4800,3600,8,8400
1182,2023-10,6,2,4800,3600,8,8400
1182,2023-11,7,1,5600,1800,8,7400
1182,2023-12,6,2,4800,3600,8,8400
1183,2023-03,0,5,0,9000,5,9000
1183,2023-05,0,7,0,11200,7,11200
1183,2023-06,0,6,0,10800,6,10800
1183,2023-07,0,5,0,9000,5,9000
1183,2023-08,0,5,0,9000,5,9000
1183,2023-09,0,7,0,12600,7,12600
1183,2023-10,0,4,0,7200,4,7200
1183,2023-11,0,5,0,9000,5,9000
1183,2023-12,0,6,0,10800,6,10800
1184,2023-01,12,0,9600,0,12,9600
1184,2023-02,9,3,7200,5400,12,12600
1184,2023-11,8,4,6400,7200,12,13600
1184,2023-12,10,2,8000,3600,12,11600
1185,2023-01,0,2,0,3600,2,3600
1185,2023-02,0,2,0,3600,2,3600
1186,2023-01,4,0,3200,0,4,3200
1186,2023-09,6,0,4800,0,6,4800
1186,2023-12,7,0,5600,0,7,5600
1187,2023-05,0,2,0,3200,2,3200
1187,2023-07,0,1,0,1800,1,1800
1187,2023-08,0,2,0,3600,2,3600
1187,2023-09,0,2,0,3600,2,3600
1187,2023-10,0,2,0,3600,2,3600
1187,2023-11,0,1,0,1800,1,1800
1187,2023-12,0,1,0,1800,1,1800
1188,2023-01,0,2,0,3600,2,3600
1188,2023-02,0,3,0,5400,3,5400
1188,2023-03,0,3,0,5400,3,5400
1188,2023-04,0,3,0,5400,3,5400
1188,2023-07,0,6,0,10800,6,10800
1188,2023-08,0,2,0,3600,2,3600
1188,2023-09,0,5,0,9000,5,9000
1188,2023-10,0,3,0,5400,3,5400
1188,2023-11,0,2,0,3600,2,3600
1188,2023-12,0,2,0,3600,2,3600
1189,2023-01,6,0,4800,0,6,4800
1189,2023-02,4,0,3200,0,4,3200
1189,2023-03,7,0,5600,0,7,5600
1189,2023-04,4,0,3200,0,4,3200
1189,2023-05,6,0,4800,0,6,4800
1189,2023-07,6,0,4800,0,6,4800
1190,2023-07,8,0,6400,0,8,6400
1190,2023-08,11,0,8800,0,11,8800
1190,2023-09,11,0,8800,0,11,8800
1190,2023-10,9,0,7200,0,9,7200
1190,2023-11,12,0,9600,0,12,9600
1190,2023-12,10,0,8000,0,10,8000
1191,2023-02,0,4,0,7200,4,7200
1191,2023-03,0,5,0,9000,5,9000
1191,2023-05,0,2,0,3200,2,3200
1191,2023-06,0,4,0,7200,4,7200
1191,2023-07,0,2,0,3600,2,3600
1191,2023-08,0,6,0,10800,6,10800
1193,2023-04,12,0,9600,0,12,9600
1193,2023-05,11,0,8800,0,11,8800
1193,2023-06,11,0,8800,0,11,8800
1193,2023-07,11,0,8800,0,11,8800
1193,2023-08,8,0,6400,0,8,6400
1193,2023-09,9,0,7200,0,9,7200
1193,2023-10,8,0,6400,0,8,6400
1193,2023-11,11,0,8800,0,11,8800
1193,2023-12,8,0,6400,0,8,6400
1194,2023-01,8,6,6400,10800,14,17200
1194,2023-02,10,4,8000,7200,14,15200
1194,2023-03,10,3,8000,5400,13,13400
1194,2023-04,11,0,8800,0,11,8800
1194,2023-05,10,0,8000,0,10,8000
1194,2023-06,8,0,6400,0,8,6400
1194,2023-07,8,0,6400,0,8,6400
1194,2023-08,10,0,8000,0,10,8000
1194,2023-09,11,0,8800,0,11,8800
1194,2023-10,8,0,6400,0,8,6400
1194,2023-11,10,0,8000,0,10,8000
1194,2023-12,10,0,8000,0,10,8000
1195,2023-01,4,1,3200,1800,5,5000
1195,2023-04,2,3,1600,5400,5,7000
1196,2023-09,4,4,3200,7200,8,10400
1196,2023-10,8,0,6400,0,8,6400
1196,2023-11,4,4,3200,7200,8,10400
1196,2023-12,5,2,4000,3600,7,7600
1197,2023-01,4,6,3200,10800,10,14000
1197,2023-02,6,4,4800,7200,10,12000
1197,2023-03,7,0,5600,0,7,5600
1197,2023-04,8,0,6400,0,8,6400
1197,2023-09,6,0,4800,0,6,4800
1197,2023-10,7,0,5600,0,7,5600
1197,2023-11,4,0,3200,0,4,3200
1197,2023-12,8,0,7200,0,8,7200
1198,2023-05,3,5,2400,8000,8,10400
1198,2023-06,7,1,5600,1800,8,7400
1198,2023-08,6,2,4800,3600,8,8400
1199,2023-04,3,3,2400,5400,6,7800
1199,2023-10,4,3,3200,5400,7,8600
1199,2023-12,3,3,2400,5400,6,7800
1201,2023-01,2,0,1600,0,2,1600
1201,2023-05,0,5,0,8000,5,8000
1201,2023-06,2,0,1600,0,2,1600
1201,2023-07,5,0,4000,0,5,4000
1201,2023-08,2,0,1600,0,2,1600
1201,2023-09,4,0,3200,0,4,3200
1201,2023-10,3,0,2400,0,3,2400
1202,2023-03,0,3,0,5400,3,5400
1202,2023-04,0,2,0,3600,2,3600
1202,2023-05,0,5,0,8000,5,8000
1203,2023-06,0,6,0,10800,6,10800
1203,2023-07,0,3,0,5400,3,5400
1204,2023-01,10,0,8000,0,10,8000
1204,2023-02,12,0,9600,0,12,9600
1204,2023-04,8,0,6400,0,8,6400
1204,2023-05,2,8,1600,12800,10,14400
1204,2023-06,12,0,9600,0,12,9600
1205,2023-01,0,2,0,3600,2,3600
1205,2023-08,0,4,0,7200,4,7200
1205,2023-09,0,2,0,3600,2,3600
1205,2023-10,0,5,0,9000,5,9000
1205,2023-11,0,4,0,7200,4,7200
1205,2023-12,0,5,0,9000,5,9000
1206,2023-03,9,0,7200,0,9,7200
1206,2023-06,8,0,6400,0,8,6400
1206,2023-07,11,0,8800,0,11,8800
1207,2023-02,0,1,0,1800,1,1800
1207,2023-03,0,1,0,1800,1,1800
1208,2023-01,6,0,4800,0,6,4800
1208,2023-04,5,0,4000,0,5,4000
1208,2023-05,7,0,5600,0,7,5600
1208,2023-09,7,0,5600,0,7,5600
1208,2023-10,4,0,3200,0,4,3200
1208,2023-11,4,0,3200,0,4,3200
1209,2023-01,7,0,5600,0,7,5600
1209,2023-02,9,0,7200,0,9,7200
1209,2023-03,8,0,6400,0,8,6400
1209,2023-04,9,0,7200,0,9,7200
1209,2023-05,9,0,7200,0,9,7200
1209,2023-06,10,0,8000,0,10,8000
1209,2023-07,11,0,8800,0,11,8800
1209,2023-08,11,0,8800,0,11,8800
1209,2023-11,10,0,8000,0,10,8000
1210,2023-01,0,1,0,1800,1,1800
1210,2023-02,0,3,0,5400,3,5400
1210,2023-03,0,2,0,3600,2,3600
1210,2023-04,0,1,0,1800,1,1800
1210,2023-05,0,3,0,4800,3,4800
1210,2023-06,0,4,0,7200,4,7200
1210,2023-07,0,4,0,7200,4,7200
1210,2023-08,0,4,0,7200,4,7200
1210,2023-09,0,2,0,3600,2,3600
1210,2023-10,0,2,0,3600,2,3600
1211,2023-03,12,0,9600,0,12,9600
1211,2023-04,8,0,6400,0,8,6400
1211,2023-05,2,8,1600,12800,10,14400
1211,2023-06,10,0,8000,0,10,8000
1211,2023-10,9,0,7200,0,9,7200
1211,2023-11,12,0,9600,0,12,9600
1211,2023-12,9,0,7200,0,9,7200
1212,2023-01,8,4,6400,7200,12,13600
1212,2023-10,4,8,3200,14400,12,17600
1213,2023-10,10,0,8000,0,10,8000
1214,2023-01,6,2,4800,3600,8,8400
1214,2023-02,4,4,3200,7200,8,10400
1214,2023-03,6,2,4800,3600,8,8400
1214,2023-04,6,2,4800,3600,8,8400
1214,2023-05,2,0,1600,0,2,1600
1214,2023-06,2,0,1600,0,2,1600
1214,2023-07,2,0,1600,0,2,1600
1214,2023-08,5,0,4000,0,5,4000
1215,2023-05,3,1,2400,1600,4,4000
1215,2023-06,3,0,2400,0,3,2400
1215,2023-07,3,0,2400,0,3,2400
1215,2023-08,3,0,2400,0,3,2400
1215,2023-10,1,1,800,1800,2,2600
1215,2023-12,1,2,800,3600,3,4400
1216,2023-10,5,3,4000,5400,8,9400
1216,2023-11,5,3,4800,5400,8,10200
1216,2023-12,4,0,3200,0,4,3200
1217,2023-08,0,2,0,3600,2,3600
1217,2023-09,0,6,0,10800,6,10800
1217,2023-10,0,5,0,9000,5,9000
1218,2023-01,0,3,0,5400,3,5400
1218,2023-02,0,1,0,1800,1,1800
1219,2023-06,5,3,4000,5400,8,9400
1219,2023-07,6,2,4800,3600,8,8400
1219,2023-08,6,2,4800,3600,8,8400
1219,2023-09,4,4,3200,7200,8,10400
1219,2023-11,8,0,6400,0,8,6400
1219,2023-12,5,3,4000,5400,8,9400
1220,2023-02,11,0,8800,0,11,8800
1220,2023-03,8,4,6400,7200,12,13600
1220,2023-04,11,1,8800,1800,12,10600
1220,2023-05,9,3,7200,4800,12,12000
1220,2023-06,9,3,7200,5400,12,12600
1220,2023-07,12,0,9600,0,12,9600
1220,2023-08,10,1,8000,1800,11,9800
1220,2023-11,10,2,8000,3600,12,11600
1221,2023-05,5,5,4000,8000,10,12000
1221,2023-06,7,3,5600,5400,10,11000
1221,2023-07,7,0,5600,0,7,5600
1221,2023-08,5,0,4000,0,5,4000
1221,2023-09,4,0,3200,0,4,3200
1221,2023-10,7,0,5600,0,7,5600
1222,2023-01,0,3,0,5400,3,5400
1222,2023-02,0,3,0,5400,3,5400
1222,2023-03,0,1,0,1800,1,1800
1222,2023-04,0,2,0,3600,2,3600
1222,2023-05,0,8,0,12800,8,12800
1222,2023-06,0,3,0,5400,3,5400
1222,2023-07,0,3,0,5400,3,5400
1222,2023-11,0,3,0,5400,3,5400
1223,2023-03,12,0,10400,0,12,10400
1223,2023-04,13,0,10400,0,13,10400
1223,2023-05,11,0,8800,0,11,8800
1223,2023-06,13,0,10400,0,13,10400
1223,2023-07,14,0,11200,0,14,11200
1223,2023-08,14,0,11200,0,14,11200
1223,2023-10,10,0,8000,0,10,8000
1223,2023-12,11,0,8800,0,11,8800
1224,2023-01,0,5,0,9000,5,9000
1224,2023-02,0,2,0,3600,2,3600
1225,2023-09,0,1,0,1800,1,1800
1225,2023-12,0,3,0,5400,3,5400
1226,2023-07,10,0,8000,0,10,8000
1226,2023-08,8,0,6400,0,8,6400
1226,2023-09,11,0,8800,0,11,8800
1226,2023-10,11,0,9600,0,11,9600
1226,2023-11,10,0,8000,0,10,8000
1227,2023-01,0,2,0,3600,2,3600
1227,2023-03,0,3,0,5400,3,5400
1227,2023-04,0,2,0,3600,2,3600
1227,2023-05,0,6,0,9600,6,9600
